snake_id,Length,Diameter,Color-RGB-R,Color-RGB-G,Color-RGB-B,Rattle,Rattle-Index,Venom,Venom_ind,Food,Predator,Scales Per Inch,Species,Region,swamp,tree,ground,underground
2080,1.175287698,1.073309667,198,193,142,0,1688,0,0,0.200148912,0.210196266,2.806507007,23,4,0,0,1,1
2081,10.5852823,3.144056318,61,69,148,0,1689,0,0,0.968925237,1.654104275,2.985620498,21,1,0,0,1,1
2082,1.663368974,0.224299867,14,17,12,0,1690,0,0,0.190475005,0.49079268,3.067501281,19,5,1,0,0,1
2083,3.18743166,2.093172415,6,13,13,0,1691,0,0,1.2584367,0.929270517,2.79137168,17,6,0,0,0,1
2084,4.811886128,1.40586951,20,22,22,0,1692,0,0,1.349725174,0.327121469,0.130442394,0,0,1,0,0,0
2085,4.552095366,2.468860502,63,205,167,0,1693,0,0,1.278130509,3.98397602,0.598714016,6,8,1,0,0,0
2086,3.479229856,2.475462308,117,185,157,0,1694,0,0,0.003002377,1.950331976,0.577680379,3,9,0,0,1,0
2087,23.46038964,2.451274758,184,189,236,0,1695,0,0,2.407073667,1.565716851,4.854687495,1,4,0,0,1,0
2088,1.953533418,0.459196687,144,200,157,0,1696,0,0,0.898536097,0.293364838,2.708643811,1,5,0,0,0,1
2089,9.57794516,1.653175458,120,129,237,0,1697,0,0,0.248799226,2.789619297,1.088342228,9,5,0,0,1,1
2091,13.69124099,1.561044958,171,173,175,0,1699,0,0,0.037476743,2.441266343,0.987786879,18,7,0,0,1,1
2092,6.245005741,0.879472397,68,148,175,0,1700,0,0,0.762936786,0.527308623,2.495637727,24,5,1,0,0,0
2095,5.252492345,1.213581488,18,47,105,0,1703,0,0,0.168177425,0.461960461,2.059553682,3,0,0,0,1,0
2097,1.996471313,0.675128822,137,199,145,1.368443465,8141,0,0,2.144604924,3.060414678,3.600001006,12,3,1,1,1,1
2098,8.306385124,2.300920671,27,27,27,0,1705,0,0,0.296029189,0.950678332,1.623110842,23,6,0,0,0,1
2103,13.05975603,2.760492962,2,2,1,20.75518066,9410,0,0,1.409946441,0.44543309,3.406470764,11,2,0,0,1,0
2104,5.533849124,1.26204307,11,8,25,31.11831563,9727,0,0,0.723543131,2.189525176,0.800720049,12,8,0,0,0,1
2105,2.198237786,0.049297845,24,39,5,0,1709,0,0,0.265052759,1.370985494,3.85216946,2,9,0,1,0,0
2107,3.326795463,0.833548812,252,21,48,19.63206036,9375,0,0,0.690068482,1.856546755,6.074445264,12,8,0,1,0,0
2108,18.78101988,3.34074018,80,61,31,0,1710,0,0,1.0570939,3.028536561,2.351232445,10,3,0,0,1,1
2111,11.43306423,1.268318902,130,153,139,0,1713,0,0,1.166492193,1.503212203,0.25692506,20,8,0,0,1,1
2115,11.09178615,1.328427786,41,45,42,0,1716,0,0,1.210688179,0.168352831,2.114160443,22,7,0,0,0,1
2116,3.225918138,1.734522833,216,175,190,0,1717,0,0,1.700918303,0.913090395,0.644405402,20,5,0,1,1,0
2117,1.366089097,1.30072415,169,17,232,0,1718,0,0,1.055991487,2.599739889,1.824059768,5,7,1,0,0,0
2120,23.90410464,3.244508522,126,117,116,11.46983595,9095,0,0,0.935106129,1.888017823,5.84060562,12,2,1,0,1,0
2122,1.642180661,1.617528435,166,163,156,0,1722,0,0,1.385400402,2.322308758,2.727082062,8,5,0,1,0,0
2125,0.348497011,0.13996629,8,174,207,0,1725,0,0,2.477876903,2.926976057,2.13758264,24,8,1,1,0,1
2127,2.52435478,0.499943823,65,135,82,0,1727,0,0,0.967564959,3.169292166,5.258445728,18,2,0,1,0,0
2129,6.640165283,2.484255044,72,107,185,26.42917489,9598,0,0,0.212641326,4.040677185,0.73061937,14,8,1,0,0,0
2131,10.07625389,3.352499584,81,64,121,0,1730,0,0,0.798021436,3.906296066,1.040461413,6,1,0,0,1,0
2134,1.573508035,1.106917484,125,126,66,0,1732,0,0,0.897539991,2.454405086,0.259388321,20,3,0,1,1,1
2136,9.603962831,3.004571992,224,222,222,0,1734,0,0,1.321198837,2.357581363,2.058301396,23,2,1,0,1,1
2139,11.03859084,3.134745231,141,139,33,0,1737,0,0,0.244656031,1.790839354,2.95406679,5,2,0,0,1,1
2140,7.597104325,0.78295028,24,3,190,0,1738,0,0,0.046659628,2.70468699,1.08166525,0,4,0,1,0,1
2142,1.09826649,1.025164929,37,98,80,1.371722694,8143,0,0,0.08499128,1.762587944,0.618927622,14,0,0,1,1,0
2144,13.58866335,2.224173881,35,35,35,0,1741,0,0,0.759254478,1.210010693,2.699888281,17,4,0,0,1,1
2145,2.273961722,0.084408379,25,33,65,3.440114675,8564,0,0,1.101099627,2.250144803,2.547983592,15,5,0,0,1,1
2146,1.652707989,0.965809605,22,12,22,0,1742,0,0,0.933889777,0.262953357,0.626697521,7,0,1,0,1,1
2149,3.178428862,1.137657147,171,173,243,0,1745,0,0,0.886046312,0.06768311,3.466189744,7,5,1,0,0,0
2153,1.111457448,0.417453919,6,0,0,48.92208982,9955,0,0,1.936689653,0.880388278,1.860974513,15,7,1,0,0,0
2156,7.352428694,1.496854259,9,9,27,0,1749,0,0,0.781797215,1.698131131,2.509358491,4,7,0,1,0,0
2157,0.782003297,0.564948116,109,154,142,0,1750,0,0,1.782768033,1.416781662,0.367407214,5,8,0,0,0,1
2158,0.964915305,0.527256041,94,98,19,0,1751,0,0,0.960306595,3.241931571,0.045423513,2,5,1,0,1,1
2159,0.954946248,0.794989754,83,143,110,0,1752,0,0,2.248267501,2.363942518,0.620254134,18,2,0,0,1,0
2160,3.454083639,0.434677098,29,27,25,0,1753,0,0,0.421437639,0.148937019,3.255700245,20,9,0,0,1,0
2161,18.28068051,2.340793196,225,247,94,0,1754,0,0,0.044366213,4.290962688,0.330360209,3,1,0,0,1,0
2162,0.926224727,0.532670863,201,191,249,0,1755,0,0,0.20790337,0.384002928,0.22114349,8,3,1,0,0,1
2163,1.80226988,0.740233938,177,200,220,6.156273821,8815,0,0,0.323721978,1.830084364,4.796750175,12,9,0,1,0,1
2167,3.030242645,0.816735596,65,70,65,0,1759,0,0,2.120996706,1.838241709,4.24337803,1,1,0,0,0,1
2168,8.836045184,1.162574567,205,114,22,0,1760,0,0,0.090528205,0.075607969,0.295097193,2,2,1,0,0,1
2175,2.137273523,1.142923851,191,114,221,0,1767,0,0,1.141656487,2.096028172,0.572186617,24,0,0,0,1,0
2176,5.670913902,2.176707517,144,201,58,0,1768,0,0,0.392553313,0.706896512,4.035069597,6,9,0,0,1,0
2178,1.709173041,0.080169975,39,194,68,0,1769,0,0,0.621149762,1.461171864,1.826193925,18,0,0,0,0,1
2180,14.43970336,2.989117086,24,23,23,2.529749612,8406,0,0,1.162864357,0.716952059,3.5592206,15,9,1,0,1,0
2181,5.452824214,1.082358293,96,125,119,12.60272683,9137,0,0,0.382697691,0.641751456,1.657382707,14,2,0,0,0,1
2183,11.51623329,1.730887204,3,3,4,0,1771,0,0,0.483700597,2.92957101,1.136983212,6,2,0,0,1,1
2184,34.96314295,3.783083191,155,117,99,0,1772,0,0,1.435077913,2.486654562,2.351949955,8,6,0,0,1,0
2185,2.823427503,0.201034873,61,52,205,0,1773,0,0,1.624065231,2.460666526,3.655034398,24,9,0,1,0,0
2187,2.792790702,0.181898166,148,150,129,0,1774,0,0,1.307742064,2.685963365,4.057123641,24,6,0,0,0,1
2188,2.953178872,0.159350919,166,149,89,0,1775,0,0,0.068153195,4.331474839,5.114692611,9,4,0,0,1,1
2189,13.49077691,1.799452798,118,155,178,0,1776,0,0,0.464882656,1.16112231,3.65647513,2,9,0,1,0,1
2191,2.628545491,1.60726277,79,72,158,0,1778,0,0,0.43971101,0.57272289,4.616555016,0,8,0,0,1,0
2194,4.050965485,1.154689433,23,62,19,0,1779,0,0,0.262507844,0.877194063,1.366277703,19,9,0,0,0,1
2198,10.88020789,2.692129183,155,13,204,8.999158983,8972,0,0,1.024419129,0.966528344,4.866711175,14,9,0,0,0,1
2200,2.875052272,0.486532836,17,11,33,0,1783,0,0,1.235281202,0.850859791,1.570881841,7,1,0,1,0,0
2201,2.626311001,1.223777381,53,46,60,0,1784,0,0,0.106340872,0.141803024,0.16704374,8,9,0,0,1,0
2204,3.534028908,2.285436167,13,9,50,0,1787,0,0,0.880040593,1.14727792,0.40476756,17,6,0,0,0,1
2205,0.155666474,0.064797023,131,155,197,0,1788,0,0,0.425323471,1.081243758,0.554285501,21,7,0,0,0,1
2206,0.324288136,0.24617441,26,3,19,0,1789,0,0,1.572367774,0.963487068,0.183317164,1,1,1,0,1,0
2209,7.271622496,0.96448093,45,140,50,0,1791,0,0,1.402396406,1.47035532,1.390112772,18,3,1,0,1,1
2210,2.527289465,0.421130893,6,11,7,0,1792,0,0,1.359237528,0.579591438,1.039698655,21,9,0,0,0,1
2211,6.375384646,2.847771745,46,181,96,0,1793,0,0,0.755365332,3.36345597,0.976743562,17,3,1,0,0,1
2215,2.046419854,0.559461216,57,29,71,0,1797,0,0,0.56995428,0.863636132,3.063023252,22,6,1,0,1,0
2216,1.312223556,0.594968757,152,203,169,0,1798,0,0,0.973659511,0.963174082,2.641666393,22,1,0,0,1,0
2217,1.582109249,0.908092041,48,63,12,0,1799,0,0,0.215290596,1.634119687,1.366715612,24,6,0,0,1,1
2219,1.899879674,0.966836754,157,137,175,0,1801,0,0,0.771323977,0.243363324,4.586302745,9,3,0,0,1,0
2220,2.042492688,0.429415595,72,64,50,0,1802,0,0,0.865004812,2.178548436,3.832617649,3,5,1,0,0,0
2221,0.820432762,0.297395782,161,172,191,0,1803,0,0,0.70184676,1.857173572,0.257131558,20,4,1,0,0,1
2223,5.678495876,1.217291777,39,100,46,30.02991725,9705,0,0,0.696486293,2.150909421,0.612667342,14,9,0,0,0,1
2227,1.103612287,0.907369339,84,44,47,0,1807,0,0,0.238054652,0.593928707,1.603324369,8,5,0,0,1,1
2229,2.978553079,0.930049163,58,57,55,0,1809,0,0,0.645240107,2.965256707,4.500828403,3,5,1,0,0,0
2231,3.917382161,1.697951286,70,112,149,0,1811,0,0,0.405600328,0.480244853,1.291486931,22,3,1,0,1,0
2232,0.922652106,0.752878478,102,44,110,0,1812,0,0,1.521951171,0.16548269,2.8078659,7,2,1,1,0,1
2235,1.348095917,1.239564112,104,82,189,0,1815,0,0,0.28305716,1.234557825,1.434284312,16,5,1,0,1,1
2236,2.790176387,1.111743919,26,65,62,0,1816,0,0,0.569876771,3.90422145,0.809609586,0,8,1,0,1,1
2238,7.784955036,2.925380682,12,14,4,0,1818,0,0,1.092504391,0.04036535,4.753111254,16,1,0,1,0,0
2242,3.540906935,1.517118167,95,41,18,0,1822,0,0,1.814633587,0.262645178,1.052920209,6,0,1,0,0,1
2243,1.916740527,1.875657363,169,169,159,0,1823,0,0,0.679910373,0.386476795,3.927168164,7,7,0,0,1,0
2244,1.487993697,0.851838871,105,101,88,0,1824,0,0,0.927635022,2.212546997,1.530450294,2,8,0,0,1,0
2245,1.681643789,0.362962715,118,98,100,24.42607769,9525,0,0,0.613712407,0.01859046,3.024739527,12,2,1,0,1,0
2247,7.587932523,1.42623588,160,110,173,0,1826,0,0,1.092854805,1.71408822,0.191541819,3,7,1,0,1,0
2248,19.48071963,2.44431601,52,159,186,0,1827,0,0,0.226566623,0.902274717,0.943854493,2,3,0,0,0,1
2249,3.570684046,0.870062937,38,48,158,0,1828,0,0,0.320493562,1.125153849,1.862999486,7,2,0,0,1,0
2251,0.578128645,0.488432321,68,85,20,23.86167602,9506,0,0,1.579616311,1.973183162,0.610973912,14,4,0,0,0,1
2252,1.761451808,0.764987639,74,29,143,26.84577346,9612,0,0,0.843750723,2.27959764,1.068562634,11,0,0,1,1,1
2253,2.793787735,2.133247145,53,49,42,0,1830,0,0,1.274163035,2.901858523,0.241302642,22,9,0,0,0,1
2255,10.52814537,1.42748284,50,127,238,0,1832,0,0,0.489730163,2.291636842,1.711409233,8,2,1,0,1,1
2256,1.329495347,1.089614204,192,216,221,0,1833,0,0,0.250692621,2.216001439,1.724501586,22,6,1,0,0,0
2257,16.26498459,2.540462715,106,117,178,0,1834,0,0,0.668432043,0.675810611,4.033714409,2,0,0,0,1,1
2263,17.35258176,3.354453144,38,233,105,7.063060197,8883,0,0,0.745036594,1.585086347,3.494407914,11,3,0,0,0,1
2264,10.08540769,1.931803269,244,194,219,0,1838,0,0,1.120790896,0.30590952,5.404604413,24,6,0,0,1,0
2266,2.418512075,1.52460448,9,38,31,0,1840,0,0,0.339425823,1.559727792,2.5883049,21,5,0,1,0,0
2268,2.324459514,0.905288577,171,81,149,0,1842,0,0,0.461241487,0.666094741,3.049414467,4,5,1,0,0,1
2270,10.16996504,1.744751391,150,152,112,0,1844,0,0,0.267856233,4.155426188,0.423037961,6,4,1,0,0,0
2271,1.274205035,1.196473375,123,227,215,0,1845,0,0,0.947609283,1.605310436,3.184996991,20,8,1,1,1,0
2272,1.676463553,1.180770774,42,125,74,0,1846,0,0,0.534394385,1.878383227,3.486541804,23,3,1,0,0,0
2273,8.618626346,2.009728258,241,241,240,0,1847,0,0,0.04436616,1.854832124,0.882825491,10,7,0,0,1,0
2275,1.435330463,0.153609025,87,85,58,60.55026951,9982,0,0,1.229963996,2.62640413,2.932944279,13,8,0,1,0,0
2277,1.305917457,0.249039291,30,118,52,0,1850,0,0,1.801039469,1.990171643,2.816627959,20,7,0,0,1,0
2280,4.511856938,2.531178406,29,27,29,0,1852,0,0,0.061352386,3.388018598,3.474052001,0,7,0,0,1,0
2282,1.539631249,0.802802737,230,247,234,35.28029681,9824,0,0,1.776226594,0.841636856,2.794014868,12,2,1,0,0,0
2284,25.85939665,3.072758513,12,11,12,0,1854,0,0,1.010043627,0.066775964,4.421737266,9,1,1,0,0,0
2285,5.759314873,1.260723203,9,19,14,0,1855,0,0,1.156393638,1.440610751,1.760288056,1,1,0,0,0,1
2286,12.34914901,2.194403252,169,103,240,0,1856,0,0,1.344653199,1.053292424,0.923346931,4,7,0,1,1,1
2287,1.929080802,1.215417087,33,32,48,0,1857,0,0,0.231308706,2.462161284,0.357900278,17,7,0,0,1,0
2288,5.869061787,1.730600134,114,87,60,3.643614053,8590,0,0,0.989420772,1.900513708,0.015043784,15,4,0,0,0,1
2289,0.698122999,0.627290389,128,232,177,0,1858,0,0,0.016691028,4.194668147,0.934733023,2,3,1,0,0,1
2292,1.684717633,0.920543291,169,127,121,0,1860,0,0,0.435578411,3.141279039,1.614361124,22,4,0,0,1,1
2293,7.354205825,1.758202357,223,224,229,0,1861,0,0,0.731840776,0.327975378,0.222027973,8,3,0,0,0,1
2294,1.161542887,0.207533417,2,19,30,0,1862,0,0,0.53102681,1.186806561,0.654989472,19,3,1,0,0,0
2297,5.728223163,2.223189138,60,52,29,0,1865,0,0,0.576564789,3.636959698,0.492535228,7,8,1,1,0,0
2300,10.4377812,1.212029702,0,0,0,0,1867,0,0,2.01732493,1.657643879,0.886458492,20,8,1,0,0,1
2304,2.463910011,1.329570533,194,128,127,0,1871,0,0,1.086865264,0.848148781,0.391451669,9,0,0,0,1,1
2305,4.186983688,1.478432096,195,183,246,0,1872,0,0,0.428697924,1.979000401,0.294010754,3,6,1,1,1,1
2306,6.017293314,4.072449387,98,52,55,0,1873,0,0,0.113536224,0.237835375,3.100214059,7,4,1,0,0,0
2310,1.411521342,0.413741649,33,37,12,0,1876,0,0,0.034103391,0.074864643,2.388631023,8,3,1,0,1,1
2312,7.440399684,1.629425485,25,29,15,0,1878,0,0,0.186427513,2.803722762,1.000597398,24,5,1,0,1,0
2315,4.244847514,1.692890587,73,246,111,0,1881,0,0,0.918155268,0.843633805,2.59136753,17,9,1,0,0,1
2322,14.14508724,3.372368289,83,152,115,0,1887,0,0,0.777700161,2.788516956,6.185634668,1,7,0,0,1,1
2324,1.865391115,0.116484234,67,74,67,0,1889,0,0,0.862400897,0.32183996,3.304053665,22,3,1,0,0,0
2333,2.954179464,0.3759418,95,100,250,0,1896,0,0,0.3167662,2.609293241,4.462490861,21,4,0,0,0,1
2338,2.141429947,1.088840726,87,101,143,0,1901,0,0,0.525283694,0.595431566,0.068095052,18,6,1,1,0,0
2340,2.470222545,1.757478495,154,72,33,0,1902,0,0,0.231029416,0.244080045,3.317668662,18,8,1,1,1,1
2342,1.495541564,0.407331638,47,41,57,0,1904,0,0,0.864673499,2.64975273,1.608438563,3,2,0,0,0,1
2343,1.148408992,0.636184169,80,78,75,41.56962638,9905,0,0,0.101600579,3.498506642,0.806514214,13,8,0,1,1,0
2345,3.120170597,0.440241487,65,61,67,0,1906,0,0,0.986433203,2.815999247,5.456460302,8,4,0,0,0,1
2346,1.09338045,0.230166297,191,87,224,3.46508528,8565,0,0,0.30119135,1.220474989,2.91866237,13,0,1,0,1,0
2347,8.691552433,2.885723772,38,18,35,0,1907,0,0,0.114648274,2.360688595,1.948056118,21,1,1,0,1,1
2349,6.854447478,2.826077553,3,0,10,0,1909,0,0,1.092209861,1.547504268,0.265742888,6,3,0,0,0,1
2350,10.69509837,2.438092684,177,131,168,0,1910,0,0,1.60830758,2.917128103,0.421727488,3,4,1,0,0,1
2352,1.314382682,0.525189991,202,98,82,0,1912,0,0,0.932486734,1.233556944,2.009160238,2,5,0,0,1,0
2355,1.188998832,0.503816675,24,13,15,0,1914,0,0,0.027445793,4.199081549,2.200852557,20,2,0,1,0,0
2356,2.108725002,0.481748247,126,67,123,0,1915,0,0,0.622219687,1.085189059,0.956185764,2,7,0,0,1,1
2357,15.23248473,1.7483621,17,18,18,0,1916,0,0,0.599029852,0.219852022,3.109751138,21,0,0,0,0,1
2359,1.75834883,0.24909465,145,35,178,0,1918,0,0,0.156316204,0.360574857,2.558511137,10,4,0,0,0,1
2360,1.47889833,0.183178271,27,83,44,0,1919,0,0,0.899115585,1.848241345,1.98971339,4,1,1,0,1,1
2362,1.992117057,0.257858663,191,126,1,0,1920,0,0,1.090523296,3.446915968,3.635139318,18,9,1,1,1,0
2363,7.366854886,1.323064038,17,44,11,62.90122804,9986,0,0,2.326557641,1.613415976,1.611424269,11,5,1,1,1,0
2365,17.17846113,2.084655638,44,41,38,0,1922,0,0,0.582288985,2.055407073,2.263711917,17,5,0,0,0,1
2369,18.43547045,2.531212885,184,190,183,34.18159416,9804,0,0,0.140317993,0.914344604,0.027407217,11,8,0,0,1,0
2370,1.651142496,1.330808664,21,29,14,0,1925,0,0,0.391066809,0.989110996,1.177011265,9,3,1,1,1,1
2371,3.235521349,1.631319139,6,52,57,0,1926,0,0,0.579922765,1.223406384,0.509796041,6,9,0,0,0,1
2372,2.533359544,0.334332744,102,169,23,0,1927,0,0,0.787528266,2.966091879,2.447027972,3,3,0,1,0,1
2373,16.96578293,1.774889922,7,3,7,0,1928,0,0,2.414014283,0.864909025,2.87856143,6,3,0,1,0,0
2376,10.22729539,3.508685033,23,26,250,0,1931,0,0,0.06083139,0.340519992,3.306108632,0,4,0,1,1,1
2377,1.389409751,0.981229714,230,163,232,0,1932,0,0,0.699626964,0.197360766,0.937460746,4,1,1,0,0,0
2378,5.230548473,1.086896276,167,78,72,0,1933,0,0,0.443743738,0.710930623,0.64940788,17,0,0,0,1,1
2380,2.810391613,0.229292491,213,243,138,0,1935,0,0,0.61511463,2.617336734,4.29461707,22,9,0,0,1,0
2384,13.89967126,2.81201969,131,145,103,3.589839087,8576,0,0,0.124348803,0.222531431,4.852129149,13,7,1,0,1,0
2385,2.143934717,0.549369211,15,8,4,0,1939,0,0,0.258804762,3.306573025,5.610967938,7,9,0,0,1,1
2388,0.899659871,0.389936419,34,82,55,0,1941,0,0,2.207258996,4.061259589,1.591942367,2,5,0,1,1,0
2392,12.90751844,2.153208066,161,98,151,0,1945,0,0,1.26439661,1.417407416,3.805335936,22,7,0,1,0,1
2395,5.435195501,1.811022273,96,29,47,6.244299592,8822,0,0,1.86250547,0.079167749,0.982961115,13,7,1,0,0,1
2396,8.305780143,1.019061795,18,101,109,25.12961539,9547,0,0,0.729745998,0.738699295,3.693548028,12,6,0,0,1,0
2397,1.151513653,0.138985633,134,162,205,0,1947,0,0,1.683968593,1.985091324,0.054260509,2,4,1,1,0,1
2398,1.423292072,0.426184385,25,51,43,19.96059209,9384,0,0,0.296491688,1.095643396,3.054702871,12,0,0,0,0,1
2402,1.78212009,1.449931063,195,214,230,0,1951,0,0,0.815558768,0.873202874,2.012873273,24,7,0,0,1,1
2403,0.957796293,0.066120876,96,193,146,0,1952,0,0,0.713639046,3.20153117,0.003498409,18,7,1,0,1,0
2405,2.249096484,1.197491476,190,196,12,0,1954,0,0,0.149468613,1.915600839,0.478370895,18,6,0,0,1,0
2406,7.767091414,1.804645523,135,129,185,20.96806493,9417,0,0,1.207449635,3.720221308,1.680050523,14,7,0,0,1,0
2407,4.731146988,0.989099428,19,191,37,0,1955,0,0,0.164350299,1.481527431,2.271680255,20,8,0,1,0,1
2408,2.97594406,2.450785552,199,208,2,0,1956,0,0,0.673286853,0.437459123,1.794456197,3,7,1,0,1,0
2409,12.79879767,1.843662043,150,140,133,0,1957,0,0,0.347165616,1.974058321,1.203082357,17,7,1,0,0,1
2410,2.454163791,0.027834085,98,69,178,0,1958,0,0,0.077548718,1.152651766,2.917148322,8,9,0,0,0,1
2411,12.59956028,3.40612526,200,171,218,1.270587402,8116,0,0,0.498555884,0.320876719,2.928603247,15,6,0,1,1,0
2414,7.456602495,2.458931767,110,53,108,0,1961,0,0,0.046355402,0.23745315,1.152448804,10,7,0,0,0,1
2418,10.59276802,1.084787632,12,10,2,0,1964,0,0,0.897460624,0.922162973,2.270896193,2,0,0,0,1,0
2419,2.095337513,0.622028365,168,150,105,2.363729388,8371,0,0,0.789548659,2.941575074,4.408357509,12,4,0,0,1,0
2421,5.371236135,1.543037819,150,187,134,0,1966,0,0,0.053675905,1.974449536,0.932603135,8,3,1,0,0,0
2422,2.251245171,0.555118379,69,80,58,0,1967,0,0,0.222500639,1.151545334,1.098421926,0,1,0,0,1,0
2423,1.832932965,0.366514033,43,37,127,0,1968,0,0,0.795278889,2.790677526,3.518801214,5,3,0,0,1,0
2424,3.133513897,0.964142547,244,202,220,33.25837171,9783,0,0,0.368820603,1.375307595,3.935950677,11,1,0,0,0,1
2430,18.62988084,3.383602282,153,126,132,0,1972,0,0,0.002060862,0.214973962,5.278582395,10,1,1,0,1,0
2437,1.272428068,0.561310687,2,12,107,0,1978,0,0,0.703349478,0.984981537,0.774906966,18,6,0,0,1,0
2440,9.868382529,1.458354058,30,5,86,0,1981,0,0,1.76295497,1.225223236,1.975667902,23,1,0,0,0,1
2441,3.475227169,1.356218864,16,35,200,0,1982,0,0,0.526997017,0.818350367,2.693077131,3,7,0,0,0,1
2442,9.020680472,1.799607634,26,36,18,0,1983,0,0,0.226529357,1.758487749,1.454417828,20,9,0,0,1,0
2447,9.044798799,1.590563556,0,0,0,0,1987,0,0,0.984317203,2.899068008,1.49283047,9,8,1,0,0,0
2449,11.12105457,2.837809777,106,141,206,0,1989,0,0,0.829384721,2.834486122,0.273501776,21,8,0,0,1,0
2453,8.553514768,3.480373532,107,110,81,0,1993,0,0,1.451569265,2.709542146,2.582788553,22,9,1,0,0,0
2457,3.062632252,0.962942714,34,93,212,0,1996,0,0,0.944906027,3.058323652,4.697998422,19,5,1,1,1,1
2459,1.369028802,0.950438221,123,55,99,0,1998,0,0,0.357352252,1.054021767,0.375760139,17,8,1,0,0,1
2461,17.90296953,2.506350882,188,113,20,0,2000,0,0,0.745691828,1.842471054,2.901388512,1,1,0,1,0,1
2462,0.9577446,0.790640312,168,4,219,11.55730083,9102,0,0,0.524476133,0.886689319,2.69278048,13,8,0,0,1,0
2463,2.39393038,1.434245771,159,123,14,0,2001,0,0,0.203641083,0.251484872,1.753447495,0,5,0,0,0,1
2464,4.73073159,2.205625118,243,234,226,0,2002,0,0,0.712700797,1.378991842,0.14972902,10,3,1,0,0,0
2469,1.474545292,1.052415711,94,105,47,30.04631324,9707,0,0,1.07223531,0.902083288,0.772910068,13,5,0,0,0,1
2471,10.03817564,1.703422994,24,83,32,0,2008,0,0,0.988203698,0.008179248,3.47584906,2,8,0,0,0,1
2473,10.05663573,1.605549492,20,19,18,0,2010,0,0,0.844160339,3.689925353,2.570897719,23,0,1,0,0,0
2476,8.028407474,1.753059542,101,36,46,0,2012,0,0,0.044109228,2.071798827,0.17626576,6,4,0,0,0,1
2477,23.12757359,3.364318614,245,205,243,0,2013,0,0,0.206759738,2.342586712,1.713450442,23,2,0,0,1,0
2478,4.144797332,1.074822572,98,127,198,0,2014,0,0,0.212431958,1.156555916,1.153075581,24,6,0,0,0,1
2481,12.37299305,2.573358982,7,5,11,0,2017,0,0,0.671491506,0.089896517,4.81615305,8,9,1,0,0,0
2482,1.404240822,0.993377196,93,102,103,0,2018,0,0,0.358083566,0.960292725,2.366204587,24,8,0,0,1,0
2484,1.524280128,0.131804681,147,84,52,0,2020,0,0,0.296333669,0.520918978,1.870533883,24,5,1,0,0,1
2485,8.333944604,5.428511707,91,80,124,0,2021,0,0,1.123183806,1.247780735,4.990342495,16,1,0,0,1,1
2486,19.14784769,3.177867417,20,22,22,0,2022,0,0,0.860320741,1.520484693,4.024709972,4,3,0,1,0,0
2487,1.545935787,0.225211837,87,142,174,0,2023,0,0,0.292848268,2.984231589,0.1177937,22,3,1,1,1,0
2489,12.22903401,2.183297976,86,51,49,0,2025,0,0,0.072046052,2.193598763,1.039385406,8,2,0,0,0,1
2491,1.770167074,0.071775505,136,61,118,0,2027,0,0,0.365635285,1.603375797,3.310050665,21,1,1,0,0,1
2493,1.199399907,0.936311827,128,58,12,26.77459835,9607,0,0,0.055250569,3.223650036,0.800819048,12,2,1,0,1,0
2494,0.798744862,0.63084273,69,42,42,6.13483692,8813,0,0,0.449898127,1.033769652,3.708128678,12,5,1,0,0,0
2497,16.25062579,2.363487662,43,61,99,0,2031,0,0,1.326419498,1.64725749,1.45198469,0,4,0,1,1,1
2502,15.39860144,2.696195796,72,56,41,2.704478023,8447,0,0,0.979764165,0.803244051,3.105704934,15,0,0,1,0,1
2503,2.011294392,0.758529346,16,1,5,25.91433315,9571,0,0,1.014135287,2.14509675,4.433508345,11,3,0,1,0,0
2504,8.348019176,2.807124172,139,126,129,0,2036,0,0,0.746624172,1.328574142,1.824690366,2,1,0,0,1,0
2506,7.71325353,1.218248858,9,7,5,0,2038,0,0,1.011902497,0.292070074,0.353210138,23,7,0,0,0,1
2507,1.801638349,0.208123895,194,220,120,0,2039,0,0,0.933020942,1.413226009,2.169678667,22,5,1,0,0,1
2508,1.841222572,0.639332901,66,50,188,33.09959288,9775,0,0,1.094655849,0.057597474,3.003957611,11,0,0,0,1,0
2512,1.197816835,0.492974708,96,110,99,46.29080093,9942,0,0,1.279486035,0.297525604,0.641914631,15,9,0,0,1,0
2515,15.90776653,2.567011518,20,99,19,0,2044,0,0,0.262929281,0.243000539,4.975251249,19,4,0,0,1,1
2517,3.403575337,0.109206747,150,161,152,0,2046,0,0,2.34410901,3.823197455,5.220744654,20,6,0,1,0,1
2518,8.786623992,1.373468043,4,167,128,0,2047,0,0,0.570755335,0.249419744,0.115772599,0,9,0,0,0,1
2520,5.007954374,3.201739147,195,108,9,0,2048,0,0,0.047650037,2.340365464,0.856607991,21,9,0,0,0,1
2521,16.37236398,2.207020621,239,241,210,0,2049,0,0,0.860492744,4.885323791,1.968537221,18,2,1,1,1,1
2522,2.529029482,0.551226678,24,106,63,0,2050,0,0,0.740446389,2.177285068,4.351653455,9,7,1,0,1,1
2525,0.815355504,0.515306409,169,214,170,0,2053,0,0,0.679065493,3.27016748,0.994795704,21,8,1,1,0,0
2526,14.95693792,1.930162701,65,100,66,0,2054,0,0,0.601939006,1.035826681,2.554835824,8,8,1,0,0,1
